# Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,1,0,0,0,0,0,11,2,2,7,10,2,1,0
0,0,4,14,8,284,0,0,0,0,11,3,2,7,2,2,0,1
0,0,0,0,16,824,0,0,0,0,12,2,2,3,2,2,0,1
7,268,0,0,41,1124,0,0,0,0,11,2,2,9,2,2,0,1
0,0,0,0,24,1163,0,0,27,0,10,1,1,4,1,2,1,1
0,0,0,0,6,2017,0,0,0,0,2,2,2,4,3,2,0,0
0,0,0,0,32,348,0,0,0,0,12,2,2,1,6,2,0,0
2,7,0,0,3,11,0,0,0,0,5,4,5,1,4,2,0,0
16,485,2,19,42,753,0,0,31,0,11,2,2,1,8,2,0,1
1,38,0,0,6,197,0,0,0,0,12,1,1,2,8,0,1,0
0,0,0,0,67,4290,0,0,0,0,5,2,2,6,4,2,0,0
2,37,1,5,30,797,0,0,0,0,11,1,1,1,2,2,0,0
0,0,0,0,1,0,0,0,0,0,5,2,2,1,3,2,0,0
1,6,0,0,14,1183,0,0,17,0,11,2,2,6,10,0,1,1
0,0,0,0,5,97,0,0,0,0,5,1,1,3,3,2,0,0
1,0,3,80,125,3835,0,0,1,0,7,1,1,1,3,2,0,1
3,109,0,0,16,852,0,0,0,0,10,2,2,1,3,2,0,0
6,141,0,0,47,830,0,0,0,0,8,1,1,4,2,2,0,0
2,97,0,0,23,418,0,0,0,0,5,1,1,1,2,2,0,0
0,0,0,0,13,1314,0,0,103,0,12,8,13,9,20,1,0,1
6,78,1,63,110,1691,0,0,19,0,8,2,2,7,4,2,1,0
9,546,0,0,28,1561,0,0,3,0,3,2,2,7,10,2,0,1
0,0,0,0,7,451,0,0,49,0,3,2,2,4,1,0,0,1
0,0,0,0,41,647,0,0,0,0,5,2,2,6,1,2,0,0
0,0,0,0,7,432,0,0,270,0,11,2,4,1,8,0,0,1
0,0,0,0,1,0,0,0,0,0,5,1,1,4,3,2,0,0
0,0,0,0,10,444,0,0,13,0,11,2,2,1,1,2,0,1
2,91,0,0,6,273,0,0,0,0,9,3,2,1,2,0,1,0
0,0,0,0,23,1422,0,0,0,0,11,2,2,7,1,2,0,0
5,188,0,0,25,1189,0,0,36,0,5,2,10,1,4,2,0,1
7,176,0,0,34,1384,0,0,26,0,5,1,1,2,4,2,0,1
3,137,4,219,22,924,0,0,29,0,5,2,2,9,2,0,0,1
4,142,0,0,56,1885,0,0,5,0,11,2,5,3,11,2,0,1
7,91,1,0,95,2900,0,0,4,0,11,2,2,1,2,2,1,1
3,52,0,0,16,2059,0,0,26,0,7,5,11,1,1,2,0,1
0,0,0,0,9,311,0,0,0,0,6,2,2,4,13,2,0,0
2,30,0,0,77,2531,0,0,12,0,11,1,1,6,8,2,0,1
2,29,1,0,9,536,0,0,37,0,5,2,2,3,4,0,0,1
5,141,0,0,33,1371,0,0,44,0,3,2,4,3,8,0,1,1
0,0,0,0,1,0,0,0,0,0,3,3,2,3,11,2,0,0
1,4,0,0,13,2123,0,0,42,0,11,2,2,1,3,2,0,1
2,118,0,0,30,1216,0,0,26,0,11,4,2,6,2,0,1,1
3,119,0,0,6,197,0,0,0,1,5,6,2,3,2,0,1,0
15,370,12,689,96,2964,0,0,3,0,5,1,1,3,1,2,0,1
1,55,0,0,53,4048,0,0,0,0,12,4,1,1,1,2,0,0
0,0,0,0,24,648,0,0,0,0,5,2,2,3,1,2,0,0
1,25,0,0,0,0,0,0,0,0,11,1,1,8,8,0,0,1
0,0,0,0,10,316,0,0,17,0,3,2,4,1,8,0,1,1
2,98,0,0,81,2628,0,0,0,0,12,2,1,1,2,2,0,1
4,103,1,27,26,2609,0,0,47,0,11,2,6,1,2,2,1,1
2,22,0,0,10,163,0,0,0,0,11,2,2,1,2,2,0,0
0,0,0,0,6,415,0,0,0,0,2,1,1,3,2,2,0,0
0,0,0,0,5,150,0,0,0,0,8,1,1,1,2,2,0,0
0,0,0,0,16,898,0,0,0,0,11,1,1,1,1,2,0,1
7,156,0,0,32,1123,0,0,6,0,5,3,5,7,2,0,0,1
0,0,0,0,1,0,0,0,0,0,5,2,2,1,11,2,0,0
0,0,0,0,20,469,0,0,0,0,11,2,2,1,2,2,0,0
7,199,0,0,27,669,0,0,0,0,8,2,5,1,2,0,1,0
4,73,0,0,17,478,0,0,0,0,3,1,1,3,2,2,0,0
0,0,0,0,6,30,0,0,0,0,5,3,2,6,1,2,0,0
6,141,2,1060,136,8777,0,0,21,0,12,3,2,1,2,2,0,1
0,0,0,0,55,1023,0,0,45,0,8,2,2,1,4,2,0,1
0,0,0,0,6,612,0,0,0,0,11,2,2,1,2,2,0,0
0,0,0,0,11,326,0,0,0,0,11,1,1,4,3,2,0,0
0,0,5,924,45,3198,0,0,32,0,10,2,6,4,2,2,0,1
2,28,0,0,7,212,0,0,94,0,11,2,2,3,2,0,1,1
0,0,0,0,63,1401,0,0,88,0,11,1,1,1,7,2,0,1
0,0,0,0,21,1051,0,0,14,0,11,1,8,2,6,0,1,1
0,0,0,0,3,0,0,0,0,0,11,1,1,4,10,2,1,0
2,43,0,0,17,434,0,0,0,0,5,2,2,6,1,2,0,0
0,0,0,0,3,52,0,0,0,0,11,1,1,9,2,2,0,0
3,75,0,0,122,1655,0,0,17,0,8,2,10,4,3,2,0,1
0,0,0,0,1,0,0,0,0,0,3,3,3,5,2,2,0,0
4,319,1,21,33,1829,0,0,16,0,5,2,4,7,2,2,0,1
0,0,0,0,1,0,0,0,0,0,2,1,1,1,3,2,0,0
3,78,0,0,27,672,0,0,8,0,5,2,2,4,4,2,0,1
1,30,0,0,21,204,0,0,0,0,5,3,2,8,4,2,1,0
6,100,0,0,4,60,0,0,0,0,9,2,4,7,2,0,0,1
0,0,0,0,8,480,0,0,14,0,11,1,1,2,3,0,1,1
0,0,0,0,2,0,0,0,0,0,5,2,2,1,13,2,1,0
0,0,0,0,9,152,0,0,0,0,6,2,2,1,3,2,0,0
4,56,0,0,31,270,0,0,0,0,3,2,2,1,3,2,0,0
2,24,0,0,8,530,0,0,0,0,8,1,8,1,2,2,0,0
0,0,0,0,39,2558,0,0,0,0,11,4,2,2,10,2,0,0
0,0,0,0,27,444,0,0,0,0,5,2,2,4,3,2,0,0
1,0,0,0,3,321,0,0,0,0,3,3,2,2,1,2,0,0
0,0,0,0,5,384,0,0,0,0,5,2,4,4,2,2,0,0
0,0,0,0,8,262,0,0,0,0,5,2,2,1,2,2,0,0
0,0,0,0,7,48,0,0,0,0,5,1,1,6,3,2,0,0
0,0,1,0,124,4093,0,0,0,0,5,2,2,8,13,2,0,0
5,72,0,0,55,936,0,0,23,0,11,2,2,1,2,2,0,1
5,92,0,0,2,99,0,0,0,0,11,2,2,1,8,0,1,1
0,0,0,0,2,0,0,0,0,0,3,1,2,1,1,2,0,0
4,20,0,0,34,461,0,0,0,0,7,2,4,1,4,2,1,0
9,904,4,83,132,4096,0,0,8,0,11,3,2,3,2,2,1,1
2,143,0,0,38,2508,0,0,54,0,11,2,2,7,2,2,0,1
9,249,0,0,66,2506,0,0,13,0,5,2,2,6,6,2,0,1
8,1592,2,146,14,1722,0,0,0,0,11,4,1,3,8,0,0,1
14,367,3,400,195,7980,0,0,3,0,11,2,2,2,1,2,1,1
1,30,0,0,13,392,0,0,60,0,12,1,8,1,20,0,0,1
0,0,6,521,27,733,0,0,0,0,11,2,2,7,2,2,0,0
2,20,0,0,60,1521,0,0,16,0,11,2,4,1,2,2,0,1
4,206,0,0,9,113,0,0,0,0,10,2,2,1,6,2,0,0
0,0,0,0,30,586,0,0,30,0,5,2,2,2,2,0,0,1
0,0,0,0,10,165,0,0,0,0,11,1,1,1,2,2,1,1
5,71,0,0,57,1422,0,0,13,0,11,2,4,4,2,2,0,1
3,63,0,0,31,770,0,0,0,0,12,2,2,1,8,2,0,0
18,255,0,0,184,7706,0,0,6,0,5,2,2,9,6,2,0,0
6,523,3,37,34,581,0,0,0,0,5,2,2,2,1,2,1,0
2,16,1,18,32,783,0,0,0,0,7,2,4,2,5,0,0,1
0,0,0,0,3,36,0,0,0,0,8,2,2,6,2,2,0,0
2,37,0,0,22,295,0,0,0,0,11,2,4,3,2,0,0,0
1,69,0,0,8,423,0,0,28,0,3,2,4,1,8,0,0,1
7,397,1,88,107,6449,0,0,5,0,11,2,2,9,1,2,0,1
0,0,0,0,22,428,0,0,20,1,5,3,2,1,2,2,1,1
0,0,1,44,41,1089,0,0,0,0,3,2,2,3,2,0,0,0
2,44,0,0,7,212,0,0,0,0,3,3,2,1,8,0,1,0
1,16,0,0,42,1369,0,0,11,0,7,2,5,3,3,2,0,0
1,29,0,0,41,1119,0,0,0,0,11,3,2,1,2,2,0,0
2,56,1,28,42,1753,0,0,4,0,11,4,1,9,8,2,1,1
0,0,0,0,1,0,0,0,0,0,12,8,13,9,20,1,0,0
0,0,0,0,8,1231,0,0,0,0,12,3,2,1,3,2,0,0
10,392,2,193,106,3711,0,0,0,0,11,2,2,1,1,2,0,1
5,140,4,282,4,213,0,0,0,0,11,3,2,1,2,0,0,1
8,235,2,138,71,2512,0,0,0,0,11,3,2,1,2,2,1,1
3,83,0,0,5,47,0,0,0,0,5,2,2,4,1,2,0,0
0,0,0,0,9,355,0,0,18,0,3,2,4,1,2,2,0,1
0,0,0,0,23,480,0,0,0,0,12,4,2,1,2,2,0,0
2,50,0,0,14,689,0,0,100,0,5,2,2,3,2,2,0,1
3,86,6,173,17,481,0,0,27,0,11,2,2,9,20,0,0,1
0,0,0,0,1,0,0,0,0,0,12,1,1,6,2,2,0,0
5,415,0,0,115,4424,0,0,13,0,8,2,4,4,1,2,1,1
0,0,1,6,65,2349,0,0,0,0,7,2,2,2,3,2,0,0
0,0,0,0,42,2239,0,0,0,0,12,3,2,7,2,2,0,0
0,0,0,0,8,846,0,0,24,0,11,1,1,7,5,0,0,1
0,0,0,0,7,389,0,0,0,0,11,3,2,3,2,2,1,1
0,0,0,0,15,755,0,0,0,0,11,2,2,6,1,2,1,0
0,0,0,0,28,803,0,0,0,0,7,3,2,3,15,2,0,0
4,85,0,0,1,5,0,0,0,0,9,2,4,1,5,0,0,1
18,167,0,0,37,1113,0,0,0,0,11,2,2,3,2,2,0,0
0,0,0,0,14,2530,0,0,0,0,5,2,2,9,3,2,0,0
1,9,0,0,15,688,0,0,43,0,12,1,1,3,2,0,0,1
1,5,0,0,37,2235,0,0,50,0,11,2,5,7,10,2,0,1
0,0,0,0,27,2514,0,0,31,0,5,2,2,3,5,0,0,1
3,121,0,0,17,174,0,0,0,0,5,1,4,2,2,2,0,0
2,86,0,0,18,754,0,0,0,0,5,3,2,6,2,0,0,0
0,0,0,0,58,2665,0,0,0,0,5,2,2,3,4,2,0,0
0,0,0,0,43,813,0,0,0,0,5,2,5,1,2,2,0,0
0,0,3,482,44,2453,0,0,48,0,5,1,1,8,2,2,1,1
0,0,0,0,5,29,0,0,0,0,3,2,2,7,2,2,0,0
1,42,0,0,10,1057,0,0,0,0,5,3,2,8,15,0,1,0
0,0,0,0,26,852,0,0,0,1,5,3,2,4,1,2,1,0
0,0,0,0,3,129,0,0,0,0,5,2,2,1,1,2,1,0
1,0,1,60,46,1038,0,0,13,0,3,2,2,6,1,2,0,1
0,0,0,0,45,747,0,0,0,0,11,3,2,1,13,2,0,0
0,0,0,0,4,67,0,0,0,0,5,2,4,1,3,2,0,0
0,0,4,117,96,5286,0,0,0,0,11,2,2,1,1,2,1,0
0,0,0,0,3,8,0,0,0,0,3,2,2,6,1,2,0,0
4,89,2,12,13,182,0,0,0,0,9,2,2,1,2,2,0,0
13,456,3,72,39,976,0,0,39,0,3,1,1,1,1,2,1,1
2,115,5,151,21,2080,0,0,20,0,5,1,1,1,2,2,0,0
0,0,0,0,13,334,0,0,0,0,2,1,1,1,4,2,1,0
11,238,1,9,200,7972,0,0,21,0,11,2,2,1,2,2,0,1
0,0,0,0,1,0,0,0,0,0,5,3,2,3,6,2,0,0
0,0,0,0,35,2352,0,0,0,0,11,2,2,6,2,0,0,0
3,66,3,65,152,3684,0,0,12,0,11,2,2,1,2,2,0,1
12,337,2,23,32,1249,0,0,0,0,12,2,2,1,2,2,0,0
0,0,0,0,3,50,0,0,0,0,3,2,2,1,2,2,0,0
0,0,1,0,45,1165,0,0,7,0,10,2,2,5,1,2,0,1
3,82,0,0,33,598,0,0,0,0,9,2,2,2,1,2,0,0
3,44,4,376,49,1222,0,0,0,0,12,2,2,2,2,2,1,0
0,0,0,0,22,493,0,0,55,0,11,4,1,9,8,2,1,1
0,0,0,0,4,2528,0,0,0,0,3,2,2,9,1,2,1,0
0,0,0,0,4,145,0,0,0,0,8,2,4,7,2,2,0,0
0,0,0,0,11,212,0,0,0,0,11,3,2,5,2,0,0,0
5,131,3,27,21,893,0,0,7,0,5,3,2,3,4,2,1,1
0,0,0,0,8,335,0,0,0,0,11,3,12,1,1,2,0,1
0,0,2,33,21,1277,0,0,0,0,5,2,2,7,6,2,1,0
2,8,0,0,11,543,0,0,0,0,3,2,2,3,13,2,0,0
0,0,0,0,16,142,0,0,0,0,5,2,2,1,4,2,0,0
2,38,0,0,3,33,0,0,0,0,11,2,2,8,10,2,0,1
0,0,0,0,16,853,0,0,50,0,12,1,1,7,2,0,0,1
3,46,0,0,26,561,0,0,53,0,11,2,5,1,5,0,0,1
7,46,0,0,22,280,0,0,0,0,8,2,2,1,3,0,1,0
8,164,0,0,43,1110,0,0,16,0,11,2,2,3,3,2,0,1
0,0,0,0,17,349,0,0,0,0,11,3,2,9,20,2,0,0
1,16,0,0,27,1240,0,0,28,0,3,2,2,3,1,2,0,1
0,0,0,0,100,5212,0,0,8,0,11,2,2,7,2,2,1,1
4,224,1,32,20,789,0,0,0,0,3,1,2,4,2,2,0,0
5,172,0,0,21,486,0,0,48,0,11,2,2,4,1,2,0,1
0,0,0,0,5,156,0,0,0,0,11,2,4,7,1,2,0,1
4,198,0,0,43,2124,0,0,48,0,5,2,2,3,4,2,1,1
4,100,0,0,30,310,0,0,28,0,7,2,2,5,2,2,1,1
0,0,0,0,18,920,0,0,0,1,5,3,2,7,4,2,1,0
1,21,1,61,49,1647,0,0,144,0,3,2,2,7,2,2,1,1
11,524,3,258,197,6309,0,0,3,0,11,2,10,1,2,2,0,1
0,0,0,0,17,1040,0,0,128,0,12,2,2,5,2,0,0,1
0,0,2,53,12,318,0,0,0,0,7,1,1,2,4,0,0,0
0,0,0,0,31,516,0,0,0,0,5,3,2,3,13,2,1,0
0,0,0,0,39,4022,0,0,0,0,11,2,2,6,1,2,0,0
9,188,0,0,199,7750,0,0,3,0,11,3,2,4,13,2,0,1
0,0,0,0,1,0,0,0,0,0,11,2,2,7,13,2,0,0
0,0,0,0,58,1590,0,0,1,0,7,3,2,8,4,2,0,1
1,10,0,0,49,1747,0,0,0,0,5,2,4,1,4,2,0,0
6,453,2,12,73,1889,0,0,0,0,12,3,2,4,13,2,0,0
0,0,0,0,24,506,0,0,76,0,11,2,4,1,3,0,0,1
0,0,0,0,54,941,0,0,26,0,8,4,5,1,1,2,0,1
0,0,0,0,15,1251,0,0,0,0,11,3,2,1,2,2,1,1
0,0,0,0,11,225,0,0,0,0,11,2,5,4,11,2,0,0
4,98,0,0,9,281,0,0,0,0,12,1,1,3,2,2,0,0
7,42,0,0,124,4067,0,0,6,0,11,2,2,3,2,2,0,1
10,170,0,0,11,71,0,0,0,0,8,2,2,1,2,0,0,0
3,22,0,0,152,4251,0,0,0,0,11,2,2,1,10,2,0,1
2,165,0,0,87,3220,0,0,0,0,6,2,5,8,1,2,0,1
0,0,0,0,20,333,0,0,0,0,11,2,2,7,1,2,0,0
0,0,0,0,1,0,0,0,0,0,12,3,2,3,1,2,1,0
4,104,0,0,38,1429,0,0,4,0,11,2,2,1,13,2,0,1
0,0,0,0,87,1197,0,0,38,0,11,2,2,1,2,0,0,1
0,0,0,0,3,0,0,0,0,0,5,3,2,1,4,2,0,0
0,0,0,0,5,59,0,0,0,0,3,2,2,7,1,2,0,0
1,5,1,25,81,1421,0,0,0,0,5,2,4,3,4,2,0,0
0,0,0,0,2,29,0,0,0,1,2,2,4,4,2,2,1,0
4,85,0,0,22,452,0,0,107,0,5,2,2,6,4,0,0,1
4,822,0,0,17,1229,0,0,0,0,6,2,2,1,16,2,0,1
13,869,2,28,97,2865,0,0,0,0,10,2,6,1,1,2,0,0
3,40,0,0,24,3830,0,0,0,0,11,1,1,7,8,0,0,1
0,0,0,0,1,0,0,0,0,0,12,1,1,4,1,2,1,0
0,0,0,0,27,458,0,0,38,0,6,1,1,2,2,2,0,1
7,94,0,0,43,1487,0,0,0,0,10,2,4,1,2,2,0,0
5,943,2,16,7,935,0,0,0,0,11,2,2,3,6,2,1,1
0,0,0,0,12,317,0,0,0,0,2,1,1,1,4,2,1,0
1,23,2,272,30,974,0,0,11,0,5,2,2,4,1,2,1,1
3,23,0,0,3,1225,0,0,10,0,9,2,2,1,1,2,1,1
0,0,0,0,2,0,0,0,0,0,11,1,8,3,1,2,1,0
3,60,0,0,4,25,0,0,0,0,7,1,1,3,4,0,0,0
0,0,0,0,15,956,0,0,20,0,11,2,2,3,1,2,0,0
1,5,1,292,35,1916,0,0,11,0,5,2,10,6,3,2,0,1
2,13,0,0,17,209,0,0,0,0,6,1,1,3,4,2,0,0
2,25,0,0,7,181,0,0,0,0,12,2,2,1,2,2,0,0
1,41,0,0,30,1018,0,0,54,0,5,2,2,1,2,2,0,1
10,382,4,319,72,4163,0,0,12,0,3,2,2,6,2,2,0,1
10,141,0,0,13,386,0,0,0,0,9,2,2,1,3,2,0,0
3,21,0,0,17,256,0,0,0,0,11,2,4,1,8,0,1,1
2,40,0,0,4,55,0,0,0,0,5,4,2,1,13,2,0,0
1,43,0,0,38,1348,0,0,2,0,5,2,6,1,1,2,0,0
0,0,0,0,22,1664,0,0,0,0,11,1,1,1,2,2,0,1
4,406,0,0,55,2570,0,0,0,0,11,3,2,4,2,2,1,0
0,0,0,0,20,565,0,0,0,0,11,2,4,6,1,2,0,0
0,0,0,0,37,638,0,0,0,0,11,2,2,4,1,2,0,1
7,139,0,0,30,986,0,0,36,0,12,2,10,1,2,0,0,1
5,71,0,0,24,1249,0,0,52,0,12,2,2,3,2,0,0,1
0,0,0,0,8,376,0,0,53,0,5,2,2,2,4,2,1,1
0,0,0,0,9,76,0,0,0,0,3,2,2,6,1,2,0,0
0,0,0,0,5,109,0,0,0,0,5,3,2,1,13,2,0,0
3,30,0,0,21,327,0,0,68,0,5,2,2,1,3,2,0,1
9,111,1,48,49,1868,0,0,1,0,3,2,2,7,2,2,0,1
0,0,2,4,45,2984,0,0,0,0,11,2,2,1,1,2,0,0
2,44,0,0,137,7012,0,0,0,0,11,1,1,1,10,2,1,1
4,94,3,79,77,3719,0,0,14,0,11,3,2,3,3,2,0,1
1,52,0,0,162,3608,0,0,54,0,11,2,2,7,2,0,0,1
0,0,0,0,2,150,0,0,0,0,10,2,2,3,5,2,0,0
5,111,1,123,42,1610,0,0,4,0,12,3,2,3,2,2,0,0
2,107,2,96,32,833,0,0,0,0,7,3,2,4,1,2,0,1
4,153,0,0,17,670,0,0,0,0,12,2,2,1,2,0,0,0
3,110,0,0,10,284,0,0,0,1,5,1,8,1,11,0,1,0
4,60,0,0,33,841,0,0,0,0,5,2,1,7,4,2,0,0
8,279,0,0,17,835,0,0,35,0,8,3,2,3,2,0,0,1
0,0,0,0,20,1002,0,0,47,0,10,2,2,4,2,2,1,1
6,177,0,0,17,284,0,0,31,0,10,4,1,1,2,2,0,1
5,136,0,0,30,2205,0,0,47,0,5,2,2,4,6,2,0,1
8,228,1,61,66,1505,0,0,0,0,5,2,10,4,2,2,0,0
6,161,0,0,14,295,0,0,0,0,11,3,2,8,2,2,0,0
2,22,0,0,81,1342,0,0,0,0,9,1,1,1,3,2,0,1
6,723,2,410,5,109,0,0,0,0,11,2,5,2,2,1,0,1
6,580,0,0,43,1326,0,0,0,0,11,1,1,3,2,2,0,1
0,0,0,0,8,358,0,0,0,1,5,1,1,1,2,2,1,0
3,33,1,10,45,1142,0,0,0,0,12,2,2,1,2,2,0,0
0,0,0,0,72,2304,0,0,3,0,11,3,2,1,2,2,0,1
2,53,4,184,8,612,0,0,0,0,12,1,1,1,2,2,1,0
0,0,0,0,2,3,0,0,0,0,12,2,2,4,2,2,0,0
0,0,0,0,3,27,0,0,0,0,3,2,2,1,13,2,0,0
10,131,2,38,102,6684,0,0,4,0,9,2,2,5,1,2,0,0
1,65,1,0,82,5316,0,0,77,0,11,1,1,9,3,2,1,1
0,0,0,0,2,24,0,0,0,0,12,3,2,2,11,1,0,0
2,90,2,88,19,1214,0,0,15,0,11,1,1,4,2,2,0,1
1,43,1,0,3,65,0,0,0,0,5,2,2,1,4,2,0,0
1,15,0,0,12,189,0,0,0,0,5,3,2,6,1,2,0,0
8,146,1,18,198,8006,0,0,0,0,7,2,2,4,1,2,0,0
2,67,0,0,10,268,0,0,59,0,12,2,2,1,2,0,0,1
1,145,0,0,26,1258,0,0,0,0,11,1,1,9,2,2,0,0
12,739,1,16,21,1321,0,0,78,0,3,2,2,1,8,2,0,1
3,44,0,0,10,355,0,0,0,0,5,2,2,1,2,0,0,0
3,24,0,0,6,58,0,0,0,0,3,2,2,8,2,2,0,0
0,0,0,0,57,2163,0,0,0,0,7,3,2,6,3,2,0,0
0,0,0,0,15,384,0,0,0,0,12,3,2,1,2,0,0,0
5,50,0,0,234,5246,0,0,21,0,11,2,2,3,3,2,0,1
1,51,0,0,7,562,0,0,36,0,7,1,1,6,2,0,1,1
1,28,0,0,30,1862,0,0,0,0,11,3,2,1,13,2,0,0
0,0,0,0,10,224,0,0,0,0,5,2,2,1,4,2,0,0
0,0,0,0,3,21,0,0,0,0,11,2,4,2,2,2,1,1
0,0,0,0,37,854,0,0,0,0,12,2,2,6,3,2,0,0
4,73,1,58,12,777,0,0,10,0,3,2,2,1,2,2,1,1
0,0,0,0,29,1373,0,0,0,0,10,2,4,7,1,2,0,0
0,0,0,0,2,697,0,0,0,0,12,4,1,3,1,2,0,0
8,398,0,0,50,1483,0,0,19,0,5,2,2,2,4,2,0,0
0,0,0,0,4,46,0,0,0,0,5,1,1,7,2,2,0,0
7,170,0,0,27,1342,0,0,29,0,3,2,2,1,3,2,0,1
2,81,1,21,18,2199,0,0,0,0,5,1,1,1,2,2,1,0
9,367,0,0,85,2387,0,0,3,0,5,3,2,6,4,2,1,1
0,0,0,0,15,1559,0,0,0,0,3,2,4,1,1,2,0,0
11,225,2,106,68,1607,0,0,0,0,9,2,2,1,3,2,0,1
3,113,0,0,17,237,0,0,94,0,10,1,1,2,4,2,0,1
0,0,0,0,24,783,0,0,15,0,11,1,1,4,3,2,0,1
4,98,1,31,32,898,0,0,23,0,5,2,2,4,2,0,1,1
0,0,0,0,6,140,0,0,0,0,3,3,2,1,1,2,0,0
0,0,0,0,21,685,0,0,0,0,11,1,1,8,1,2,1,1
0,0,0,0,1,0,0,0,0,0,5,2,2,3,1,2,0,0
10,163,1,294,80,1979,0,0,19,0,11,2,1,2,2,2,1,1
0,0,0,0,33,1412,0,0,0,0,11,2,5,3,1,2,0,1
10,770,2,138,35,726,0,0,10,0,11,2,2,7,2,2,0,1
5,471,0,0,21,883,0,0,44,0,11,1,1,2,8,0,1,1
0,0,0,0,2,0,0,0,0,0,3,1,1,1,1,2,0,0
1,24,0,0,46,1525,0,0,107,0,5,2,2,2,4,2,0,1
4,218,0,0,12,672,0,0,83,0,11,2,2,3,2,2,1,1
0,0,0,0,13,555,0,0,47,0,11,4,2,4,2,0,0,1
0,0,0,0,2,107,0,0,0,0,8,2,2,5,13,2,0,0
12,1276,0,0,118,3215,0,0,22,0,11,3,2,8,3,2,0,1
1,26,0,0,13,470,0,0,41,0,11,1,1,4,2,0,0,1
9,236,0,0,240,5523,0,0,20,0,10,2,5,4,20,2,0,1
1,56,0,0,19,1089,0,0,24,0,12,2,2,7,2,2,0,1
0,0,0,0,12,402,0,0,0,0,10,2,2,3,4,2,0,0
1,0,0,0,8,192,0,0,0,0,3,1,1,9,9,2,1,0
0,0,0,0,16,157,0,0,0,0,5,2,2,1,3,2,0,0
16,254,3,223,221,6606,0,0,4,0,10,4,1,4,1,2,0,1
0,0,0,0,17,766,0,0,61,0,3,2,2,1,2,0,1,1
2,59,1,94,21,1449,0,0,53,0,5,1,1,6,3,2,0,1
1,58,1,0,11,1012,0,0,62,0,11,2,2,1,1,2,0,1
4,15,1,17,17,490,0,0,15,0,3,2,2,4,10,2,0,1
0,0,1,0,26,668,0,0,0,0,11,2,2,3,1,2,0,0
0,0,0,0,11,267,0,0,7,0,10,2,2,1,3,0,0,1
0,0,0,0,30,4262,0,0,65,0,12,2,10,7,1,2,1,1
4,43,0,0,13,293,0,0,0,0,11,2,2,3,2,2,0,0
1,12,0,0,45,591,0,0,0,0,9,2,2,1,2,2,0,1
12,275,2,288,60,1276,0,0,5,0,11,4,1,1,2,2,0,1
10,305,1,89,101,6038,0,0,51,0,11,2,4,3,2,2,1,1
1,43,0,0,37,1505,0,0,0,0,3,2,2,4,8,0,0,0
0,0,0,0,3,139,0,0,127,0,12,2,10,1,2,2,0,1
2,10,5,53,37,1578,0,0,0,0,5,2,2,7,4,2,0,0
2,9,4,31,401,12433,0,0,0,0,11,2,2,1,2,2,0,1
0,0,0,0,15,292,0,0,54,0,5,3,2,4,4,2,0,1
1,49,0,0,14,207,0,0,0,0,12,2,4,1,2,0,0,0
0,0,0,0,16,154,0,0,0,0,3,2,4,7,1,2,0,0
0,0,0,0,22,641,0,0,34,0,10,1,1,1,2,2,0,0
3,91,0,0,13,298,0,0,0,0,5,1,1,1,6,2,0,0
3,618,0,0,9,341,0,0,34,0,3,2,2,9,3,0,0,1
0,0,0,0,32,827,0,0,54,0,3,2,2,7,2,2,0,1
2,94,0,0,23,897,0,0,0,0,8,3,2,3,2,0,1,0
2,35,0,0,3,18,0,0,0,0,7,3,2,3,3,2,1,1
0,0,0,0,56,2749,0,0,0,0,11,2,2,1,8,2,0,1
0,0,0,0,8,152,0,0,0,0,5,3,2,1,2,2,0,0
0,0,0,0,39,440,0,0,0,0,5,2,5,3,3,2,0,0
0,0,0,0,1,0,0,0,0,0,7,1,1,4,4,2,0,0
0,0,0,0,2,4,0,0,0,0,3,2,2,4,1,2,0,0
0,0,2,236,66,1483,0,0,143,0,5,2,4,3,3,2,1,1
0,0,0,0,5,1289,0,0,0,0,11,3,2,1,13,2,0,0
0,0,0,0,2,0,0,0,0,0,5,2,6,1,3,2,0,0
4,64,1,13,27,1433,0,0,3,0,3,1,4,1,8,0,0,1
5,88,0,0,27,494,0,0,0,0,11,1,1,1,2,2,0,0
8,213,2,45,30,2054,0,0,21,0,12,1,1,6,2,0,0,1
0,0,0,0,25,981,0,0,15,0,5,2,4,3,1,2,0,1
10,228,0,0,3,28,0,0,0,0,10,2,2,7,5,0,0,0
0,0,0,0,21,1483,0,0,0,1,5,1,1,3,7,2,1,0
0,0,0,0,9,1040,0,0,0,0,3,2,4,3,1,2,0,0
0,0,0,0,6,224,0,0,0,0,5,4,1,3,2,2,0,0
4,46,0,0,5,61,0,0,0,0,10,2,2,4,4,0,0,0
0,0,0,0,6,495,0,0,77,0,3,1,2,9,2,2,1,1
8,359,2,954,14,336,0,0,0,0,3,3,2,7,9,2,1,0
0,0,3,38,97,1835,0,0,0,0,11,1,1,3,2,2,1,0
2,29,1,38,32,410,0,0,3,0,5,1,1,1,4,2,1,0
3,119,2,696,37,1305,0,0,6,0,8,1,2,8,2,2,1,1
0,0,0,0,5,43,0,0,0,0,7,2,2,3,13,2,1,0
